1.0000,0.2836
2.0000,0.4613
3.0000,0.6007
4.0000,0.6418
5.0000,0.6927
6.0000,0.7707
7.0000,0.8070
8.0000,0.8564
9.0000,0.8648
10.0000,0.8780
11.0000,0.8669
12.0000,0.8787
13.0000,0.8843
14.0000,0.8815
15.0000,0.8941
16.0000,0.9150
17.0000,0.9157
18.0000,0.9038
19.0000,0.9429
20.0000,0.9247
21.0000,0.9401
22.0000,0.9415
23.0000,0.9387
24.0000,0.9526
25.0000,0.9429
26.0000,0.9429
27.0000,0.9652
28.0000,0.9449
29.0000,0.9443
30.0000,0.9512
31.0000,0.9589
32.0000,0.9617
33.0000,0.9652
34.0000,0.9666
35.0000,0.9652
36.0000,0.9484
37.0000,0.9617
38.0000,0.9610
39.0000,0.9631
40.0000,0.9603
41.0000,0.9603
42.0000,0.9631
43.0000,0.9686
44.0000,0.9763
45.0000,0.9645
46.0000,0.9617
47.0000,0.9756
48.0000,0.9791
49.0000,0.9812
50.0000,0.9798
51.0000,0.9763
52.0000,0.9784
53.0000,0.9770
54.0000,0.9728
55.0000,0.9784
56.0000,0.9812
57.0000,0.9777
