Feature 1,Feature 2,Otolith type
24.31819,-3.6723897,Ammodytes tobianus
-29.539482,-24.786667,Clupea harengus
-16.69624,19.84438,Sprattus sprattus
21.282238,-1.080266,Ammodytes tobianus
17.909866,2.6442454,Ammodytes tobianus
37.504887,-27.364267,Hyperoplus lanceolatus
-7.7511597,-8.320821,Clupea harengus
20.394701,4.57118,Ammodytes tobianus
30.596111,-0.47870046,Ammodytes tobianus
-10.321628,-37.20618,Clupea harengus
-3.8104095,19.136044,Sprattus sprattus
4.010224,30.03019,Sprattus sprattus
19.400724,3.0185153,Ammodytes tobianus
31.652176,-9.488736,Ammodytes tobianus
6.6670084,-27.696396,Clupea harengus
-28.802515,-13.353493,Clupea harengus
51.371387,11.850217,Ammodytes marinus
35.852665,-28.709267,Hyperoplus lanceolatus
-4.1094584,-18.091824,Clupea harengus
-9.060722,29.092093,Sprattus sprattus
-7.837456,36.292027,Sprattus sprattus
4.063417,-33.096264,Clupea harengus
-7.428979,32.440796,Sprattus sprattus
-10.420727,32.675182,Sprattus sprattus
18.506523,2.6108594,Ammodytes tobianus
-16.85031,-13.212328,Clupea harengus
-7.313552,-14.091924,Sprattus sprattus
22.358103,7.9671273,Ammodytes tobianus
-18.037292,22.85975,Sprattus sprattus
-14.2901535,-7.3466477,Clupea harengus
-11.35367,30.927435,Sprattus sprattus
-1.7632214,27.349619,Sprattus sprattus
-2.4218805,22.101768,Sprattus sprattus
-9.350772,-4.287227,Clupea harengus
19.304548,-2.619266,Ammodytes tobianus
-15.996566,24.226158,Sprattus sprattus
-29.290413,-19.722147,Clupea harengus
52.225323,13.446434,Ammodytes marinus
-29.011717,-18.199968,Clupea harengus
-30.731808,-7.533917,Clupea harengus
0.03373451,-38.382126,Clupea harengus
-30.655354,-21.898792,Clupea harengus
4.953624,-29.300795,Clupea harengus
31.995268,-12.435909,Ammodytes tobianus
46.426197,17.297636,Ammodytes marinus
39.101025,-28.787558,Hyperoplus lanceolatus
26.89942,-2.133438,Ammodytes tobianus
-17.425861,-13.9595,Clupea harengus
-28.957216,-13.66888,Clupea harengus
-5.7804837,13.890505,Sprattus sprattus
-6.2382016,-39.843414,Clupea harengus
-5.6457276,25.05431,Sprattus sprattus
-22.970852,-24.662027,Clupea harengus
-2.7134073,-27.625942,Clupea harengus
31.574093,-11.031875,Ammodytes tobianus
21.440939,-4.8780694,Ammodytes tobianus
50.11263,11.138117,Ammodytes marinus
25.687988,-5.6282735,Ammodytes tobianus
10.874259,-28.040533,Clupea harengus
47.142838,20.68134,Ammodytes marinus
-1.0599104,-31.532263,Clupea harengus
-3.7686086,17.82724,Sprattus sprattus
45.69935,13.865474,Ammodytes marinus
-14.95735,25.616358,Sprattus sprattus
5.406933,-29.431454,Clupea harengus
-30.242872,-6.4979024,Clupea harengus
22.043978,7.9810333,Ammodytes tobianus
-26.24909,-24.308168,Clupea harengus
-7.7229357,-9.303941,Clupea harengus
52.10779,10.924861,Ammodytes marinus
-15.142099,19.93255,Sprattus sprattus
0.5321391,-38.2464,Clupea harengus
19.549423,0.3583277,Ammodytes tobianus
46.779366,14.927463,Ammodytes marinus
8.381032,-26.678883,Clupea harengus
-29.644848,-20.252522,Clupea harengus
-12.439941,26.808422,Sprattus sprattus
-30.675898,-6.4422736,Clupea harengus
-13.275863,28.601631,Sprattus sprattus
-7.986515,-8.500665,Clupea harengus
28.373577,-4.2117124,Ammodytes tobianus
-24.164545,-14.730959,Clupea harengus
-6.7105618,-20.81391,Clupea harengus
-19.714895,-27.831444,Clupea harengus
-15.156816,20.752665,Sprattus sprattus
46.458122,13.784053,Ammodytes marinus
-10.263769,20.153448,Sprattus sprattus
18.550013,2.1941051,Ammodytes tobianus
6.809909,-25.537935,Clupea harengus
-32.358143,-22.813955,Clupea harengus
38.01211,-27.385855,Hyperoplus lanceolatus
52.013046,12.042829,Ammodytes marinus
3.827286,-32.658504,Clupea harengus
-16.471058,33.85114,Sprattus sprattus
-19.297209,-12.021156,Clupea harengus
-3.6116624,-38.86149,Clupea harengus
53.034157,13.238461,Ammodytes marinus
51.905598,12.21781,Ammodytes marinus
-17.679848,22.119574,Sprattus sprattus
-6.507697,36.21727,Sprattus sprattus
-21.949501,-24.375761,Clupea harengus
-18.199062,-20.647955,Clupea harengus
-12.528278,-16.168348,Clupea harengus
-31.104721,-20.301676,Clupea harengus
-10.164621,26.711943,Sprattus sprattus
-17.087381,22.763126,Sprattus sprattus
-0.2292908,31.33869,Sprattus sprattus
31.698278,-13.783527,Ammodytes tobianus
-7.940189,-37.84169,Clupea harengus
4.256463,31.837389,Sprattus sprattus
-4.2228355,19.307951,Sprattus sprattus
38.781914,-28.711763,Hyperoplus lanceolatus
-18.7587,-22.35801,Clupea harengus
-5.266952,-34.471462,Clupea harengus
-3.2900348,29.036587,Sprattus sprattus
-15.526463,16.527777,Sprattus sprattus
-12.344561,16.573256,Sprattus sprattus
-13.897793,16.474037,Sprattus sprattus
3.6771467,25.338327,Sprattus sprattus
-29.217497,-16.52485,Clupea harengus
19.02619,-2.7880936,Ammodytes tobianus
-7.183579,-38.149277,Clupea harengus
25.947145,-0.76827437,Ammodytes tobianus
-15.523035,25.297554,Sprattus sprattus
-16.344362,35.521957,Sprattus sprattus
21.257505,8.506042,Ammodytes tobianus
-15.299672,22.055922,Sprattus sprattus
-31.703657,-5.5597043,Clupea harengus
-8.424871,40.23479,Sprattus sprattus
16.348888,-1.2954687,Ammodytes tobianus
39.60653,-27.346323,Hyperoplus lanceolatus
-2.1879346,-40.20012,Clupea harengus
21.039743,-1.6141976,Ammodytes tobianus
-16.154583,16.043617,Sprattus sprattus
-33.446217,-17.861242,Clupea harengus
23.752342,1.1082829,Ammodytes tobianus
-12.991046,25.645977,Sprattus sprattus
-17.523573,35.132107,Sprattus sprattus
0.12809241,-35.152985,Clupea harengus
-27.815977,-9.65468,Clupea harengus
2.0607133,27.257072,Sprattus sprattus
53.23293,14.4579315,Ammodytes marinus
-19.559116,-19.949823,Clupea harengus
-19.456003,26.150162,Sprattus sprattus
18.36487,-2.5346076,Ammodytes tobianus
-29.089205,-20.042835,Clupea harengus
-29.262142,-11.434325,Clupea harengus
-3.6201954,-37.513527,Clupea harengus
-15.056051,17.94609,Sprattus sprattus
37.27057,-28.233662,Hyperoplus lanceolatus
-0.81671953,34.725418,Sprattus sprattus
9.1346655,-31.602715,Clupea harengus
39.40305,-28.14614,Hyperoplus lanceolatus
-19.22535,23.528427,Sprattus sprattus
6.727015,-27.742739,Clupea harengus
20.917757,-2.7284458,Ammodytes tobianus
19.438574,-1.719859,Ammodytes tobianus
18.46636,3.918591,Ammodytes tobianus
-12.411805,16.916523,Sprattus sprattus
24.834381,6.6401305,Ammodytes tobianus
-27.528698,-21.778978,Clupea harengus
-9.167281,25.318241,Sprattus sprattus
-17.16463,40.04904,Sprattus sprattus
53.331562,9.301948,Ammodytes marinus
18.90619,5.8186374,Ammodytes tobianus
52.09848,15.217391,Ammodytes marinus
-27.097286,-23.04143,Clupea harengus
-7.286766,-39.546803,Clupea harengus
53.29202,13.326485,Ammodytes marinus
46.761253,17.616634,Ammodytes marinus
-6.8413796,-24.920937,Clupea harengus
2.7323563,-29.528807,Clupea harengus
8.525212,-30.683353,Clupea harengus
-11.753661,18.938616,Sprattus sprattus
1.2621651,33.22791,Sprattus sprattus
17.727623,-0.53763735,Ammodytes tobianus
23.669138,36.943016,Alosa fallax
44.91286,17.140017,Ammodytes marinus
-6.5671234,-37.62013,Clupea harengus
-6.0735207,-20.289036,Clupea harengus
38.87148,-26.468775,Hyperoplus lanceolatus
-7.5481234,14.9781475,Sprattus sprattus
24.50321,35.95813,Alosa fallax
-5.0610003,-16.212166,Clupea harengus
-20.568953,-10.012136,Clupea harengus
53.45138,10.903458,Ammodytes marinus
2.663823,-26.07443,Clupea harengus
-18.344997,33.224907,Sprattus sprattus
5.39528,28.007303,Sprattus sprattus
39.56017,-26.607204,Hyperoplus lanceolatus
-9.570783,37.47585,Sprattus sprattus
-2.680218,-20.38768,Clupea harengus
-13.620503,-16.810055,Clupea harengus
-22.653252,-14.139862,Clupea harengus
-23.332283,-12.775291,Clupea harengus
18.135971,3.2861917,Ammodytes tobianus
-10.370612,-5.893312,Clupea harengus
-9.617239,21.53289,Sprattus sprattus
-2.7483094,-25.127426,Clupea harengus
0.63322145,30.280542,Sprattus sprattus
31.876465,-12.607035,Ammodytes tobianus
36.138477,-26.104216,Hyperoplus lanceolatus
46.229122,16.492237,Ammodytes marinus
20.396908,-1.6000395,Ammodytes tobianus
23.254387,2.9353232,Ammodytes tobianus
-4.6142764,-32.932045,Clupea harengus
0.23960991,29.726921,Sprattus sprattus
-29.619326,-6.011297,Clupea harengus
5.8636394,26.981102,Sprattus sprattus
32.726513,-12.283185,Ammodytes tobianus
44.23695,16.538002,Ammodytes marinus
-31.602707,-18.55773,Clupea harengus
23.768625,-4.1507344,Ammodytes tobianus
-3.1203399,-37.71146,Clupea harengus
-0.15910146,34.228653,Sprattus sprattus
-8.858347,29.601795,Sprattus sprattus
26.609985,-4.9686146,Ammodytes tobianus
19.530106,1.3702579,Ammodytes tobianus
1.8294668,27.623547,Sprattus sprattus
-16.06073,42.75391,Sprattus sprattus
-7.032337,23.725246,Sprattus sprattus
17.67026,4.0548725,Ammodytes tobianus
2.401363,31.171677,Sprattus sprattus
-0.31211427,-36.122883,Clupea harengus
-11.893233,17.617973,Sprattus sprattus
-6.363152,-19.837164,Clupea harengus
30.827478,-13.048367,Ammodytes tobianus
-13.223228,-9.513964,Clupea harengus
-27.599213,-23.376202,Clupea harengus
0.22850868,-28.800253,Clupea harengus
-28.802807,-19.669788,Clupea harengus
-15.649415,25.34596,Sprattus sprattus
-19.428934,23.487848,Sprattus sprattus
2.4088614,34.767784,Sprattus sprattus
-6.5318766,17.542768,Sprattus sprattus
46.485096,19.090496,Ammodytes marinus
19.876688,1.56006,Ammodytes tobianus
30.020338,-14.181543,Ammodytes tobianus
3.3463218,-29.737871,Clupea harengus
-23.259283,-14.917659,Clupea harengus
-15.013841,43.49308,Sprattus sprattus
-9.951765,33.815456,Sprattus sprattus
-5.2953844,-19.511253,Clupea harengus
21.36699,9.21607,Ammodytes tobianus
-1.9608893,-40.1789,Clupea harengus
-16.835785,39.276222,Sprattus sprattus
-11.43215,16.59903,Sprattus sprattus
44.209927,17.484962,Ammodytes marinus
-22.345718,-13.543288,Clupea harengus
-18.452608,21.433235,Sprattus sprattus
3.0870929,29.506544,Sprattus sprattus
-12.524114,41.795597,Sprattus sprattus
31.296658,-11.6997795,Ammodytes tobianus
3.0120463,29.811028,Sprattus sprattus
-7.050924,-21.488434,Clupea harengus
-20.452084,-26.022312,Clupea harengus
23.806915,4.43338,Ammodytes tobianus
45.134666,14.595694,Ammodytes marinus
-24.576975,-12.487409,Clupea harengus
-17.523655,35.13221,Sprattus sprattus
-9.726376,15.0565605,Clupea harengus
27.884956,-6.844851,Ammodytes tobianus
-13.929547,16.790476,Sprattus sprattus
-15.518727,20.95473,Sprattus sprattus
-11.695101,-19.567749,Clupea harengus
8.80872,-24.639091,Clupea harengus
-28.777294,-5.6125946,Clupea harengus
0.019036386,-22.829718,Clupea harengus
3.3363519,-31.550596,Clupea harengus
-27.030872,-23.305386,Clupea harengus
-9.964551,37.747375,Sprattus sprattus
-12.748361,41.67325,Sprattus sprattus
22.965872,-0.034935594,Ammodytes tobianus
-13.694584,28.657005,Sprattus sprattus
-30.622519,-4.9543824,Clupea harengus
-8.792574,-9.5867,Clupea harengus
39.308323,-27.603477,Hyperoplus lanceolatus
9.378103,-29.918726,Clupea harengus
18.049023,-4.181703,Ammodytes tobianus
-32.047432,-4.7477365,Clupea harengus
-28.111534,-21.210178,Clupea harengus
-23.283552,-24.64339,Clupea harengus
0.16684608,35.181232,Sprattus sprattus
-28.48,-9.821374,Clupea harengus
-9.645953,-16.24292,Clupea harengus
-16.86402,37.369263,Sprattus sprattus
-9.692501,38.5501,Sprattus sprattus
-5.355382,32.85684,Sprattus sprattus
26.294594,-5.7978992,Ammodytes tobianus
-7.8490214,43.657436,Sprattus sprattus
-1.1517956,-40.464893,Clupea harengus
23.614107,3.3937583,Ammodytes tobianus
-11.0607815,-9.625143,Clupea harengus
-11.611059,-19.101213,Clupea harengus
37.13543,-29.503408,Hyperoplus lanceolatus
-5.647214,36.538544,Sprattus sprattus
-25.768776,-13.023152,Clupea harengus
21.119932,-1.6007918,Ammodytes tobianus
-5.463451,-36.448322,Clupea harengus
-6.73353,33.45171,Sprattus sprattus
-0.026405144,15.840819,Clupea harengus
49.500267,20.307606,Ammodytes marinus
-18.736311,25.134933,Sprattus sprattus
19.283447,7.551211,Ammodytes tobianus
-14.189264,42.409668,Sprattus sprattus
5.0994234,30.226257,Sprattus sprattus
-13.679225,37.37066,Sprattus sprattus
4.682657,-30.832672,Clupea harengus
-17.756977,23.477095,Sprattus sprattus
23.440582,-3.1154077,Ammodytes tobianus
3.5479937,-28.775227,Clupea harengus
-10.911576,-37.581074,Clupea harengus
-24.381197,-22.983473,Clupea harengus
3.5330322,28.143883,Sprattus sprattus
52.697384,11.326925,Ammodytes marinus
-32.582672,-17.751726,Clupea harengus
-10.276037,-17.679886,Clupea harengus
-11.564001,39.571854,Sprattus sprattus
28.584204,-3.3528159,Ammodytes tobianus
-1.7932225,-37.92784,Clupea harengus
6.0196395,31.592592,Sprattus sprattus
-12.031491,28.169321,Sprattus sprattus
-0.68878937,-37.40487,Clupea harengus
-20.345844,-22.36261,Clupea harengus
-11.311235,-6.3296404,Clupea harengus
-0.12821805,-36.6664,Clupea harengus
-10.518911,-4.949073,Clupea harengus
54.39864,12.986244,Ammodytes marinus
-23.140923,-22.253534,Clupea harengus
-23.086042,-22.913239,Clupea harengus
0.89534223,-26.760616,Clupea harengus
-12.337873,-16.013432,Clupea harengus
24.36249,-3.6269643,Ammodytes tobianus
-11.594173,-32.070168,Clupea harengus
-9.7333765,-8.818149,Clupea harengus
5.309571,-31.665493,Clupea harengus
-5.3290596,36.045753,Sprattus sprattus
-18.210093,39.583527,Sprattus sprattus
19.118555,-4.414843,Ammodytes tobianus
-5.8173394,-10.4965725,Clupea harengus
24.993645,6.5294003,Ammodytes tobianus
-16.594398,22.366173,Sprattus sprattus
13.255388,-5.2612114,Ammodytes tobianus
18.462938,-2.0487518,Ammodytes tobianus
-14.489093,20.038536,Sprattus sprattus
50.07482,9.998943,Ammodytes marinus
-10.462523,-26.715145,Clupea harengus
0.6104903,31.690216,Sprattus sprattus
-15.299968,19.969128,Sprattus sprattus
-19.007702,24.836996,Sprattus sprattus
-20.88396,-18.979767,Clupea harengus
-20.823347,-11.011983,Clupea harengus
-17.029455,15.911908,Sprattus sprattus
20.60894,-2.4846358,Ammodytes tobianus
2.1770763,-25.29342,Clupea harengus
-17.887634,30.921764,Sprattus sprattus
-16.710526,39.2411,Sprattus sprattus
6.467214,-26.039038,Clupea harengus
-1.2948873,-39.195786,Clupea harengus
23.78754,36.87243,Alosa fallax
-27.48282,-12.528104,Clupea harengus
-17.298883,21.100811,Sprattus sprattus
16.296915,5.63534,Ammodytes tobianus
23.490711,35.99146,Alosa fallax
30.914694,-11.28894,Ammodytes tobianus
-5.829572,-11.440111,Clupea harengus
47.100834,16.622355,Ammodytes marinus
23.249693,-3.6215568,Ammodytes tobianus
13.344557,-5.2815247,Ammodytes tobianus
23.265636,36.068462,Alosa fallax
-9.0114565,14.979956,Sprattus sprattus
-28.756207,-14.7671995,Clupea harengus
-8.841225,-9.866099,Clupea harengus
-1.692144,-35.439636,Clupea harengus
52.589428,13.409541,Ammodytes marinus
21.694393,-3.4621625,Ammodytes tobianus
9.992043,-27.206701,Clupea harengus
-15.321098,43.260838,Sprattus sprattus
-10.1646,26.712008,Sprattus sprattus
-20.011826,-20.579277,Clupea harengus
-4.5620213,-36.932552,Clupea harengus
-9.106978,35.544006,Sprattus sprattus
-17.136879,32.440586,Sprattus sprattus
-11.606349,-30.866732,Clupea harengus
-8.057962,38.596806,Sprattus sprattus
-15.312875,16.96259,Sprattus sprattus
-11.258725,-4.733755,Clupea harengus
28.709558,-2.3241456,Ammodytes tobianus
-1.9107126,-34.629154,Clupea harengus
-3.6286447,35.048477,Sprattus sprattus
6.68262,-28.29342,Clupea harengus
-8.826525,-15.52561,Clupea harengus
17.397963,7.1696587,Ammodytes tobianus
24.44014,36.432762,Alosa fallax
50.578205,14.422213,Ammodytes marinus
20.635204,-3.7178352,Ammodytes tobianus
37.925007,-29.291178,Hyperoplus lanceolatus
-1.0432448,33.924046,Sprattus sprattus
-14.75932,24.05599,Sprattus sprattus
-5.535207,-33.333534,Clupea harengus
31.589817,-12.74557,Ammodytes tobianus
-0.014726983,-28.239826,Clupea harengus
-6.6379023,31.215408,Sprattus sprattus
-9.999679,-4.761501,Clupea harengus
4.6294336,-35.215424,Clupea harengus
29.539675,-14.3831,Ammodytes tobianus
-11.619016,-31.114716,Clupea harengus
-21.384937,-22.896112,Clupea harengus
44.98302,15.843579,Ammodytes marinus
-5.05792,-39.253876,Clupea harengus
19.680836,5.0471444,Ammodytes tobianus
-22.866932,-15.972021,Clupea harengus
45.40795,15.390703,Ammodytes marinus
26.626404,-0.25872806,Ammodytes tobianus
5.0933256,-31.667759,Clupea harengus
-14.097591,-18.649559,Clupea harengus
-15.186072,-21.556152,Clupea harengus
-22.920513,-22.428358,Clupea harengus
-28.216398,-20.525457,Clupea harengus
-7.4690943,-28.096457,Clupea harengus
-4.259087,-13.633474,Sprattus sprattus
-25.051365,-21.91989,Clupea harengus
-13.65858,31.865345,Sprattus sprattus
-11.785823,-4.5254188,Clupea harengus
-7.8490214,43.657436,Sprattus sprattus
30.549559,-11.739311,Ammodytes tobianus
-6.734556,28.20785,Sprattus sprattus
17.50186,4.863787,Ammodytes tobianus
-5.4339542,-18.6278,Clupea harengus
-17.15669,41.684155,Sprattus sprattus
-23.712883,-18.482376,Clupea harengus
-32.50237,-15.361634,Clupea harengus
-7.832954,-16.742208,Clupea harengus
-3.4704971,-27.340666,Clupea harengus
23.780918,35.042774,Alosa fallax
-7.691434,-24.787779,Clupea harengus
-1.9112191,-31.01484,Clupea harengus
-30.307625,-20.551332,Clupea harengus
27.513655,-0.90056413,Ammodytes tobianus
46.80715,18.314953,Ammodytes marinus
13.993324,-6.146783,Ammodytes tobianus
23.556679,35.79446,Alosa fallax
48.42717,14.604827,Ammodytes marinus
6.633381,-26.474556,Clupea harengus
-0.7820943,15.206445,Sprattus sprattus
4.719123,-35.377983,Clupea harengus
-17.86702,23.516388,Sprattus sprattus
-26.851086,-24.608416,Clupea harengus
-8.171659,24.84041,Sprattus sprattus
-26.354582,-22.795637,Clupea harengus
30.53003,-12.433985,Ammodytes tobianus
-23.740932,-16.30454,Clupea harengus
36.07676,-26.27872,Hyperoplus lanceolatus
-8.925507,32.643562,Sprattus sprattus
-28.727266,-22.130821,Clupea harengus
-25.22979,-9.127662,Clupea harengus
-19.177399,-17.537872,Clupea harengus
-24.169445,-9.420676,Clupea harengus
-31.489475,-10.07687,Clupea harengus
-5.100898,-20.169092,Clupea harengus
-27.409878,-20.36363,Clupea harengus
-6.672002,16.107937,Sprattus sprattus
-19.329704,34.84376,Sprattus sprattus
0.23422402,28.586086,Sprattus sprattus
45.89808,15.832815,Ammodytes marinus
0.7209973,25.599628,Sprattus sprattus
-15.057579,-5.8903284,Clupea harengus
50.51643,17.354755,Ammodytes marinus
30.185503,-2.840641,Ammodytes tobianus
52.67088,12.16693,Ammodytes marinus
46.033443,14.025795,Ammodytes marinus
23.723581,-3.7763517,Ammodytes tobianus
5.516053,28.03117,Sprattus sprattus
-16.452003,40.10645,Sprattus sprattus
16.131416,2.148756,Ammodytes tobianus
-4.806905,-23.941784,Clupea harengus
20.884495,7.615255,Ammodytes tobianus
-8.42829,-8.835741,Clupea harengus
-3.3292854,37.925117,Sprattus sprattus
19.913813,2.5682666,Ammodytes tobianus
-2.3707087,33.56861,Sprattus sprattus
-7.668691,-34.048393,Clupea harengus
24.98435,35.87959,Alosa fallax
51.52989,18.751741,Ammodytes marinus
5.9216356,31.609379,Sprattus sprattus
49.069393,20.63104,Ammodytes marinus
-30.666824,-5.4517665,Clupea harengus
-19.85454,-24.412014,Clupea harengus
25.651953,-5.0492873,Ammodytes tobianus
-30.078096,-23.120903,Clupea harengus
24.18412,38.120186,Alosa fallax
9.274562,-28.293335,Clupea harengus
-20.022463,-26.518177,Clupea harengus
-15.495715,23.595165,Sprattus sprattus
-25.52111,-13.688202,Clupea harengus
38.61287,-29.117592,Hyperoplus lanceolatus
21.919954,5.048305,Ammodytes tobianus
7.1704483,-30.821106,Clupea harengus
7.4912415,-26.082027,Clupea harengus
22.635988,4.948137,Ammodytes tobianus
-5.949777,-11.422843,Clupea harengus
-3.2575326,37.597496,Sprattus sprattus
4.377697,-31.040318,Clupea harengus
-33.437683,-14.898798,Clupea harengus
13.378681,-5.029356,Ammodytes tobianus
37.282837,-26.8785,Hyperoplus lanceolatus
31.700768,-11.247732,Ammodytes tobianus
45.322563,19.051832,Ammodytes marinus
22.570288,37.440228,Alosa fallax
-11.565465,-8.91292,Clupea harengus
30.625025,-4.3302946,Ammodytes tobianus
-8.535198,40.168793,Sprattus sprattus
-18.952717,-14.930088,Clupea harengus
-9.606228,40.07431,Sprattus sprattus
-4.8972964,-36.396152,Clupea harengus
-1.9311179,39.654396,Sprattus sprattus
3.7254474,-28.967194,Clupea harengus
-4.979211,39.34808,Sprattus sprattus
-15.020037,25.803965,Sprattus sprattus
43.246162,15.678568,Ammodytes marinus
24.25014,37.353287,Alosa fallax
-14.964922,42.476734,Sprattus sprattus
-0.78785634,-41.40579,Clupea harengus
53.00138,16.618238,Ammodytes marinus
-5.992532,-38.3396,Clupea harengus
-0.8768413,15.19016,Sprattus sprattus
-19.492876,31.532938,Sprattus sprattus
-20.992254,-20.982594,Clupea harengus
3.1261005,34.975006,Sprattus sprattus
27.249678,-4.103781,Ammodytes tobianus
-28.865929,-7.99881,Clupea harengus
-10.361248,35.560238,Sprattus sprattus
0.34343153,27.561584,Sprattus sprattus
-17.749884,35.879723,Sprattus sprattus
31.179045,-2.6666431,Ammodytes tobianus
-15.101063,34.75309,Sprattus sprattus
53.910244,11.519533,Ammodytes marinus
31.245539,-3.1853516,Ammodytes tobianus
-1.0979667,15.345313,Sprattus sprattus
-9.291965,-4.3874784,Clupea harengus
9.690157,-29.76976,Clupea harengus
-1.8385606,39.647903,Sprattus sprattus
12.799636,-5.1883807,Ammodytes tobianus
37.658978,-26.889675,Hyperoplus lanceolatus
2.5856287,-31.289373,Clupea harengus
-15.481369,38.43622,Sprattus sprattus
25.446157,-0.6896664,Ammodytes tobianus
-30.734741,-6.489931,Clupea harengus
-24.95818,-10.382005,Clupea harengus
-7.4783244,-20.272959,Clupea harengus
-0.9302893,15.234483,Sprattus sprattus
8.104831,-29.75575,Clupea harengus
37.94932,-27.242903,Hyperoplus lanceolatus
-13.548915,19.581827,Sprattus sprattus
-8.258996,-6.5720973,Clupea harengus
38.120323,-27.299398,Hyperoplus lanceolatus
-3.8897312,-31.074984,Clupea harengus
-18.947556,35.162697,Sprattus sprattus
-4.4713717,-12.828321,Sprattus sprattus
37.878407,-26.816473,Hyperoplus lanceolatus
-26.390692,-11.234266,Clupea harengus
-3.8231459,-34.982086,Clupea harengus
-13.998864,37.25819,Sprattus sprattus
-2.8085809,-27.816004,Clupea harengus
-5.5302362,38.01846,Sprattus sprattus
-1.7490023,-19.170908,Clupea harengus
2.982686,-30.022024,Clupea harengus
-4.470706,33.862335,Sprattus sprattus
-15.693592,25.837109,Sprattus sprattus
-9.960128,-5.3665676,Clupea harengus
-20.231316,-15.526802,Clupea harengus
6.694786,-29.282808,Clupea harengus
51.00513,10.496416,Ammodytes marinus
-7.3622513,-37.327114,Clupea harengus
-19.563715,-22.661356,Clupea harengus
-11.529536,24.019398,Sprattus sprattus
-8.69507,37.076637,Sprattus sprattus
-21.285751,-22.413244,Clupea harengus
-6.5662346,-15.965849,Clupea harengus
-0.7284674,-39.04542,Clupea harengus
-6.385897,-33.816833,Clupea harengus
-29.639421,-22.300556,Clupea harengus
-7.178505,37.6064,Sprattus sprattus
52.13248,10.087169,Ammodytes marinus
24.756033,37.294804,Alosa fallax
-12.835513,18.461231,Sprattus sprattus
38.14266,-24.957361,Hyperoplus lanceolatus
6.5268297,28.35568,Sprattus sprattus
22.926788,36.51469,Alosa fallax
51.313423,18.072508,Ammodytes marinus
-15.015867,25.924335,Sprattus sprattus
-29.490606,-17.463318,Clupea harengus
38.578278,-27.968493,Hyperoplus lanceolatus
-9.372064,-16.071222,Clupea harengus
54.344242,11.253513,Ammodytes marinus
30.225288,-11.9530945,Ammodytes tobianus
1.7992697,-27.95673,Clupea harengus
19.383068,7.493205,Ammodytes tobianus
-17.780174,35.667053,Sprattus sprattus
-7.8063855,17.47776,Sprattus sprattus
-1.1868242,-20.568182,Clupea harengus
-15.101112,34.753174,Sprattus sprattus
-15.46894,15.647633,Sprattus sprattus
-2.4703991,-34.851143,Clupea harengus
45.64348,16.231146,Ammodytes marinus
37.18053,-23.994112,Ammodytes tobianus
28.42212,-4.1163487,Ammodytes tobianus
45.08589,17.601679,Ammodytes marinus
-6.7486634,-10.754223,Clupea harengus
-9.964564,37.74735,Sprattus sprattus
-18.464632,-12.033255,Clupea harengus
-5.778382,24.818695,Sprattus sprattus
-2.8530626,34.89067,Sprattus sprattus
47.634766,21.120983,Ammodytes marinus
-2.8755171,15.769233,Sprattus sprattus
-3.1778045,-18.19979,Clupea harengus
37.827396,-28.150053,Hyperoplus lanceolatus
-26.144493,-20.933987,Clupea harengus
-16.563301,19.501226,Sprattus sprattus
-17.427654,19.072098,Sprattus sprattus
36.838097,-29.079754,Hyperoplus lanceolatus
-14.357356,32.284393,Sprattus sprattus
-13.826918,-5.6129985,Clupea harengus
-0.24435945,-35.734787,Clupea harengus
19.108356,4.1657157,Ammodytes tobianus
16.035236,2.6820996,Ammodytes tobianus
-7.5048304,36.81656,Sprattus sprattus
50.26705,11.530599,Ammodytes marinus
-9.967766,-17.222576,Clupea harengus
-0.27634618,26.833363,Sprattus sprattus
-3.3374584,-27.908285,Clupea harengus
-24.197449,-11.154446,Clupea harengus
-6.3295283,43.42517,Sprattus sprattus
-22.425232,-21.9088,Clupea harengus
-2.5728276,-25.155981,Clupea harengus
-5.0432754,-17.821688,Clupea harengus
-17.071835,33.02463,Sprattus sprattus
-5.647214,36.538544,Sprattus sprattus
46.858044,20.013786,Ammodytes marinus
22.291477,-3.0688376,Ammodytes tobianus
-19.626392,-20.774858,Clupea harengus
3.2210116,35.019028,Sprattus sprattus
6.9620066,-27.286022,Clupea harengus
53.06447,12.194816,Ammodytes marinus
-24.12715,-16.705942,Clupea harengus
-26.654963,-21.005592,Clupea harengus
47.520092,21.084087,Ammodytes marinus
39.51224,-26.7116,Hyperoplus lanceolatus
-16.15214,-17.80681,Clupea harengus
21.087345,1.3819427,Ammodytes tobianus
52.436943,12.851009,Ammodytes marinus
-6.571149,-23.080862,Clupea harengus
-15.492812,33.154964,Sprattus sprattus
-8.305175,22.757648,Sprattus sprattus
7.552495,27.314611,Sprattus sprattus
6.4770846,-33.781578,Clupea harengus
-22.824522,-19.027689,Clupea harengus
-5.0643926,-17.630096,Clupea harengus
27.767403,-0.8687262,Ammodytes tobianus
-34.036533,-17.276833,Clupea harengus
31.104424,-0.9638434,Ammodytes tobianus
18.856998,7.04374,Ammodytes tobianus
9.409869,-26.056637,Clupea harengus
-30.056967,-5.6274767,Clupea harengus
-1.1914814,-20.198095,Clupea harengus
24.594467,6.7859306,Ammodytes tobianus
-20.325964,-23.688776,Clupea harengus
